"filter_id","takeaway_id","title","narrative","rank"
"department=capital_programs|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
"department=completions_strategy|status=full_time|location=regional_support_sites","takeaway_1","Leadership and direction clarity","Comments emphasize clearer decision context and stronger line-of-sight from strategy to team priorities.",1
"department=completions_strategy|status=full_time|location=regional_support_sites","takeaway_2","Cross-team operating flow","Employees describe uneven handoffs across teams and ask for clearer ownership at boundaries. Mention volume: 4.",2
"department=completions_strategy|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
"department=corporate_services|status=full_time|location=regional_support_sites","takeaway_1","Leadership and direction clarity","Comments emphasize clearer decision context and stronger line-of-sight from strategy to team priorities.",1
"department=corporate_services|status=full_time|location=regional_support_sites","takeaway_2","Cross-team operating flow","Employees describe uneven handoffs across teams and ask for clearer ownership at boundaries. Mention volume: 4.",2
"department=corporate_services|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
"department=cross_functional_groups|status=full_time|location=regional_support_sites","takeaway_1","Leadership and direction clarity","Comments emphasize clearer decision context and stronger line-of-sight from strategy to team priorities. Mention volume: 1.",1
"department=cross_functional_groups|status=full_time|location=regional_support_sites","takeaway_2","Cross-team operating flow","Employees describe uneven handoffs across teams and ask for clearer ownership at boundaries. Mention volume: 3.",2
"department=cross_functional_groups|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
"department=data_insights|status=full_time|location=regional_support_sites","takeaway_1","Leadership and direction clarity","Comments emphasize clearer decision context and stronger line-of-sight from strategy to team priorities. Mention volume: 1.",1
"department=data_insights|status=full_time|location=regional_support_sites","takeaway_2","Cross-team operating flow","Employees describe uneven handoffs across teams and ask for clearer ownership at boundaries. Mention volume: 3.",2
"department=data_insights|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
"department=operations_delivery|status=full_time|location=regional_support_sites","takeaway_1","Leadership and direction clarity","Comments emphasize clearer decision context and stronger line-of-sight from strategy to team priorities.",1
"department=operations_delivery|status=full_time|location=regional_support_sites","takeaway_2","Cross-team operating flow","Employees describe uneven handoffs across teams and ask for clearer ownership at boundaries. Mention volume: 4.",2
"department=operations_delivery|status=full_time|location=regional_support_sites","takeaway_3","Workload sustainability","Pace and capacity concerns are recurring in lower-scoring cuts, especially where prioritization shifts quickly.",3
